country,project_clean,beneficiary,max_year,grant_no,unit_sector_long,eur,min_year,display_width
Netherlands,Human Resources,Royal Marechaussee,100601743.2,2022/255,Deployment Management Division,1540044.45,2012034.864,3521278.425
Netherlands,Technical Equipment & Human Resources,Royal Marechaussee,100601743.2,2021/30,Field Deployment Unit,1344037,2012034.864,3329191.124
Netherlands,Human Resources,Royal Marechaussee,100601743.2,2023/208,Deployment Management Division,1316998.65,2012034.864,3302693.541
Netherlands,Human Resources,Royal Marechaussee,100601743.2,2019/31,Field Deployment Unit,1111104,2012034.864,3100916.784
Netherlands,Technical Equipment & Human Resources,Royal Marechaussee,100601743.2,2020/46,Field Deployment Unit,1078000,2012034.864,3068474.864
Netherlands,Triton,Royal Marechaussee,100601743.2,2016/706,Sea Border Sector,1047258,2012034.864,3038347.704
Netherlands,Human Resources,Royal Marechaussee,100601743.2,2021/314,Deployment Management Division,1039528.16,2012034.864,3030772.4608
Netherlands,Triton,Immigration and Naturalisation Service,100601743.2,2017/1664,Sea Border Sector,1014858,2012034.864,3006595.704
Netherlands,Focal Points,unknown,100601743.2,Multiple smaller grants,Air Border Sector,23765.54,2012034.864,2035325.0932
Netherlands,Return Operations,Ministry of Justice Netherlands,100601743.2,Multiple smaller grants,Return Operations Sector,161124.69,2012034.864,2169937.0602
Netherlands,Technical Equipment & Human Resources,National Police,100601743.2,Multiple smaller grants,Deployment Management Division,747674,2012034.864,2744755.384
Netherlands,Technical Equipment & Human Resources,Sea Port Police,100601743.2,Multiple smaller grants,Frontex Situation Centre,10130,2012034.864,2021962.264
Netherlands,Technical Equipment & Human Resources,"Transport and Support Service, Ministry for Security and Justice",100601743.2,Multiple smaller grants,various,1650732,2012034.864,3629752.224
Netherlands,various projects,Immigration and Naturalisation Service,100601743.2,Multiple smaller grants,various,16144532.17,2012034.864,17833676.390599996
Netherlands,various projects,Repatriation and Departure Service,100601743.2,Multiple smaller grants,various,8531283.61,2012034.864,10372692.8018
Netherlands,various projects,Royal Marechaussee,100601743.2,Multiple smaller grants,various,28917966.84,2012034.864,30351642.3672
Nigeria,Triton,Immigration Service,20774,2016/811,Sea Border Sector,9075,415.48,9308.98
Nigeria,Focal Points,Immigration Service,20774,2016/1521,Air Border Sector,6274,415.48,6564
Nigeria,Focal Points,Immigration Service,20774,2015/751,Air Border Sector,5425,415.48,5731.98
North Macedonia,North Macedonia 2024,"Public Security Bureau, Ministry of Internal Affairs",1138615.62,2024/6,Deployment Management Division,185220,22772.312400000003,204287.9124
North Macedonia,North Macedonia 2023,"Public Security Bureau, Ministry of Internal Affairs",1138615.62,2023/379,Deployment Management Division,137970,22772.312400000003,157982.9124
North Macedonia,Technical Equipment & Human Resources,"Public Security Bureau, Ministry of Internal Affairs",1138615.62,2024/190,NA,132615,22772.312400000003,152735.0124
North Macedonia,North Macedonia 2023,"Public Security Bureau, Ministry of Internal Affairs",1138615.62,2023/217,Deployment Management Division,83674,22772.312400000003,104772.83240000001
North Macedonia,North Macedonia 2023,"Public Security Bureau, Ministry of Internal Affairs",1138615.62,2023/322,Deployment Management Division,44283.020000000004,22772.312400000003,66169.672
North Macedonia,North Macedonia 2024,"Public Security Bureau, Ministry of Internal Affairs",1138615.62,2024/128,Deployment Management Division,40343.28,22772.312400000003,62308.726800000004
North Macedonia,Operational Activities LAND 2021 (MOA - LAND),"Public Security Bureau, Ministry of Internal Affairs",1138615.62,2021/272,Field Deployment Unit,39670.42,22772.312400000003,61649.324
North Macedonia,Human Resources,"Public Security Bureau, Ministry of Internal Affairs",1138615.62,2019/114,Field Deployment Unit,35381.65,22772.312400000003,57446.32940000001
North Macedonia,Terra 2023,"Public Security Bureau, Ministry of Internal Affairs",1138615.62,2023/328,Deployment Management Division,31950.2,22772.312400000003,54083.508400000006
North Macedonia,Human Resources,Ministry of Internal Affairs Macedonia,1138615.62,2018/208,Operational Response Division,29055.17,22772.312400000003,51246.379
North Macedonia,North Macedonia 2024,"Public Security Bureau, Ministry of Internal Affairs",1138615.62,2024/7,Deployment Management Division,26086.6,22772.312400000003,48337.1804
North Macedonia,Human Resources,"Public Security Bureau, Ministry of Internal Affairs",1138615.62,2019/231,Field Deployment Unit,22553.72,22772.312400000003,44874.958
North Macedonia,FOA,Ministry of Internal Affairs Macedonia,1138615.62,2017/969,Land Borders Sector,19483,22772.312400000003,41865.652400000006
North Macedonia,Human Resources,Ministry of Internal Affairs Macedonia,1138615.62,2018/122,Operational Response Division,19322.79,22772.312400000003,41708.64660000001
North Macedonia,FOA,Ministry of Internal Affairs Macedonia,1138615.62,2016/692,Land Borders Sector,17908,22772.312400000003,40322.152400000006
North Macedonia,Flexible Operational Activities,Ministry of Internal Affairs Macedonia,1138615.62,2015/664,Land Borders Sector,17745,22772.312400000003,40162.4124
North Macedonia,Focal Points,"Public Security Bureau, Ministry of Internal Affairs",1138615.62,2021/350,Deployment Management Division,14426.66,22772.312400000003,36910.4392
North Macedonia,Hubble,Ministry of Internal Affairs Macedonia,1138615.62,2011/326/,Air Border Sector,12792.08,22772.312400000003,35308.550800000005
North Macedonia,Flight Tracking Project,Ministry of Internal Affairs Macedonia,1138615.62,2014/761,Air Border Sector,12026.8,22772.312400000003,34558.576400000005
North Macedonia,Focal Points,Ministry of Internal Affairs Macedonia,1138615.62,2017/966,Land Borders Sector,11944,22772.312400000003,34477.432400000005
North Macedonia,various projects,Ministry of Internal Affairs Macedonia,1138615.62,Multiple smaller grants,various,139419.06,22772.312400000003,159402.9912
North Macedonia,various projects,"Public Security Bureau, Ministry of Internal Affairs",1138615.62,Multiple smaller grants,various,64745.17,22772.312400000003,86222.579
Norway,Triton,National Police Directorate,46238137.49,2016/60,Sea Border Sector,2471748,924762.7498000001,3347075.7898000004
Norway,Triton,National Police Directorate,46238137.49,2017/1386,Sea Border Sector,2470356,924762.7498000001,3345711.6298
Norway,Triton,National Police Directorate,46238137.49,2017/26,Sea Border Sector,2466481,924762.7498000001,3341914.1298
Norway,Triton,National Police Directorate,46238137.49,2017/742,Sea Border Sector,2432598,924762.7498000001,3308708.7898000004
Norway,Triton,National Police Directorate,46238137.49,2015/816,Sea Border Sector,2031094,924762.7498000001,2915234.8698000005
Norway,Triton,National Police Directorate,46238137.49,2015/470,Sea Border Sector,1751315,924762.7498000001,2641051.4498000005
Norway,Triton,National Police Directorate,46238137.49,2016/1568,Sea Border Sector,1605592,924762.7498000001,2498242.9098
Norway,Triton,National Police Directorate,46238137.49,2015/1190,Sea Border Sector,1554855,924762.7498000001,2448520.6498
Norway,Triton,National Police Directorate,46238137.49,2016/894,Sea Border Sector,1353744,924762.7498000001,2251431.8698000005
Norway,Triton,National Police Directorate,46238137.49,2016/589,Sea Border Sector,1329920,924762.7498000001,2228084.3498
Norway,Triton,National Police Directorate,46238137.49,2016/1213,Sea Border Sector,1307520,924762.7498000001,2206132.3498
Norway,Technical Equipment & Human Resources,National Police Directorate,46238137.49,2024/99,Deployment Management Division,1158491,924762.7498000001,2060083.9298000003
Norway,European Centre for Returns,National Police Immigration Service,46238137.49,2022/218,European Centre for Returns,1096935,924762.7498000001,1999759.0498000004
Norway,Human Resources,National Police Directorate,46238137.49,2019/39,Field Deployment Unit,764214,924762.7498000001,1673692.4698
Norway,Human Resources,National Police Directorate,46238137.49,2024/162,Deployment Management Division,763528.31,924762.7498000001,1673020.4936000002
Norway,Poseidon,National Police Directorate,46238137.49,2017/37,Sea Border Sector,717557,924762.7498000001,1627968.6098000002
Norway,Human Resources,National Police Directorate,46238137.49,2023/367,Deployment Management Division,608122.32,924762.7498000001,1520722.6234000002
Norway,Return Operations,National Police Immigration Service,46238137.49,2018/82,Return Support Unit,591740,924762.7498000001,1504667.9498
Norway,Human Resources,National Police Directorate,46238137.49,2024/249,NA,575812.63,924762.7498000001,1489059.1272000002
Norway,Poseidon,National Police Directorate,46238137.49,2015/585,Sea Border Sector,566446,924762.7498000001,1479879.8298000002
Norway,Poseidon,National Police Directorate,46238137.49,2015/969,Sea Border Sector,520423,924762.7498000001,1434777.2898000001
Norway,Technical Equipment & Human Resources,National Police Directorate,46238137.49,2023/103,Deployment Management Division,512304,924762.7498000001,1426820.6698
Norway,Poseidon,National Police Directorate,46238137.49,2015/1322,Sea Border Sector,489552,924762.7498000001,1404523.7098000003
Norway,Poseidon,National Police Directorate,46238137.49,2016/1412,Sea Border Sector,484727,924762.7498000001,1399795.2098000003
Norway,Human Resources,National Police Directorate,46238137.49,2018/9,Operational Response Division,464962,924762.7498000001,1380425.5098000001
Norway,various projects,National Police Directorate,46238137.49,Multiple smaller grants,various,8519306.69,924762.7498000001,9273683.306
Norway,various projects,National Police Immigration Service,46238137.49,Multiple smaller grants,various,7628793.54,924762.7498000001,8400980.419000002
Pakistan,2023/CFP/POST/01,"Women Empowerment Literacy & Development Organisation, Non-profit Organisation (NGO)",2528525,2023/141,European Centre for Returns,1219819,50570.5,1245993.12
Pakistan,2023/CFP/POST/03,"Women Empowerment Literacy & Development Organisation, Non-profit Organisation (NGO)",2528525,2024/139,European Centre for Returns,1004746,50570.5,1035221.58
Pakistan,2022/CFP/POST/01,"Women Empowerment Literacy & Development Organisation, Non-profit Organisation (NGO)",2528525,2022/127,European Centre for Returns,303960,50570.5,348451.3
Poland,Technical Equipment & Human Resources,Border Guard,61144635.37,2023/108,Deployment Management Division,3803581,1222892.7074,4950402.0874
Poland,Technical Equipment & Human Resources,Border Guard,61144635.37,2024/88,Deployment Management Division,3712172,1222892.7074,4860821.2674
Poland,Human Resources,Border Guard,61144635.37,2019/23,Field Deployment Unit,3478095.46,1222892.7074,4631426.2582
Poland,Technical Equipment & Human Resources,Border Guard,61144635.37,2021/28,Field Deployment Unit,3392772,1222892.7074,4547809.2674
Poland,Technical Equipment & Human Resources,Border Guard,61144635.37,2020/16,Field Deployment Unit,3213928,1222892.7074,4372542.1474
Poland,Technical Equipment & Human Resources,Border Guard,61144635.37,2022/25,Deployment Management Division,2849312,1222892.7074,4015218.4674000004
Poland,Human Resources,Border Guard,61144635.37,2018/47,Operational Response Division,2600000,1222892.7074,3770892.7073999997
Poland,Human Resources,Border Guard,61144635.37,2024/169,Deployment Management Division,2494506.07,1222892.7074,3667508.6560000004
Poland,Human Resources,Border Guard,61144635.37,2023/190,Deployment Management Division,1746075.61,1222892.7074,2934046.8052
Poland,Human Resources,Border Guard,61144635.37,2024/260,NA,1353221.96,1222892.7074,2549050.2282
Poland,Human Resources,Border Guard,61144635.37,2023/161,Deployment Management Division,1282453.44,1222892.7074,2479697.0785999997
Poland,2020/CFP/TRU/03,"Border Guard Training Centre, Koszalin",61144635.37,2020/233,Training Unit,1215123.67,1222892.7074,2413713.904
Poland,Human Resources,Border Guard,61144635.37,2022/167,Deployment Management Division,1199025,1222892.7074,2397937.2073999997
Poland,2020/CFP/TRU/03,"Border Guard Training Centre, Ketrzyn",61144635.37,2020/234,Training Unit,1061362,1222892.7074,2263027.4674
Poland,Human Resources,Border Guard,61144635.37,2021/301,Deployment Management Division,1031832.16,1222892.7074,2234088.2242
Poland,Human Resources,Border Guard,61144635.37,2022/256,European Centre for Returns,949388,1222892.7074,2153292.9474
Poland,Human Resources,Border Guard,61144635.37,2021/258,Deployment Management Division,779900.62,1222892.7074,1987195.315
Poland,Poseidon,Border Guard,61144635.37,2016/12,Sea Border Sector,637924,1222892.7074,1848058.2273999997
Poland,various projects,Border Guard,61144635.37,Multiple smaller grants,various,24343962.38,1222892.7074,25079975.8398
Portugal,Trainings standing corps,National Maritime Authority,126271765.27,2022/208,Training Unit,3263994.71,2525435.3054,5724150.1212
Portugal,Trainings standing corps,National Maritime Authority,126271765.27,2024/185,Training Unit,3248905.59,2525435.3054,5709362.783600001
Portugal,Technical Equipment,Portuguese Air Force,126271765.27,2023/194,Field Operations Unit,3132409,2525435.3054,5595196.125399999
Portugal,Technical Equipment,Portuguese Air Force,126271765.27,2022/312,Field Operations Unit,2892242,2525435.3054,5359832.4654
Portugal,Technical Equipment,Portuguese Air Force,126271765.27,2018/148,Operational Response Division,2804179,2525435.3054,5273530.7254
Portugal,Technical Equipment,Portuguese Air Force,126271765.27,2019/38,Field Deployment Unit,2740699,2525435.3054,5211320.3254
Portugal,Technical Equipment,Portuguese Air Force,126271765.27,2024/122,Field Operations Unit,2424480.01,2525435.3054,4901425.7151999995
Portugal,Technical Equipment,Portuguese Air Force,126271765.27,2023/348,Field Operations Unit,2359647,2525435.3054,4837889.3654
Portugal,Human Resources,Sistema de Segurança Interna - Homeland Security System,126271765.27,2024/291,NA,2274613.98,2525435.3054,4754557.005799999
Portugal,Technical Equipment,Portuguese Navy,126271765.27,2018/234,Operational Response Division,2066564,2525435.3054,4550668.0254
Portugal,Human Resources,Sistema de Segurança Interna - Homeland Security System,126271765.27,2023/147,Deployment Management Division,2029229.6099999999,2525435.3054,4514080.3232
Portugal,Technical Equipment,Portuguese Air Force,126271765.27,2021/347,Field Operations Unit,1995619,2525435.3054,4481141.9254
Portugal,Human Resources,Foreigners and Borders Service,126271765.27,2021/283,Deployment Management Division,1943771.89,2525435.3054,4430331.7576
Portugal,Technical Equipment,Portuguese Air Force,126271765.27,2024/289,NA,1889531,2525435.3054,4377175.6854
Portugal,Human Resources,Foreigners and Borders Service,126271765.27,2022/368,Deployment Management Division,1746003.42,2525435.3054,4236518.657
Portugal,Technical Equipment,Portuguese Navy,126271765.27,2018/137,Operational Response Division,1661579,2525435.3054,4153782.7254
Portugal,Triton,Foreigners and Borders Service,126271765.27,2016/1642,Sea Border Sector,1652337,2525435.3054,4144725.5653999997
Portugal,Technical Equipment & Human Resources,Portuguese Air Force,126271765.27,2020/236,Field Deployment Unit,1627164,2525435.3054,4120056.0253999997
Portugal,Technical Equipment,Guarda Nacional Republicana,126271765.27,2022/123,Field Operations Unit,1405010,2525435.3054,3902345.1054
Portugal,Technical Equipment,Portuguese Air Force,126271765.27,2019/325,Field Deployment Unit,1276942.79,2525435.3054,3776839.2396
Portugal,2022/CFP/RIU/01,Escola Superior Náutica Infante D. Henrique,126271765.27,Multiple smaller grants,Research and Innovation Unit,54073.6,2525435.3054,2578427.4334
Portugal,European Centre for Returns,Polícia de Segurança Pública,126271765.27,Multiple smaller grants,various,36980,2525435.3054,2561675.7054
Portugal,Human Resources,Sistema de Segurança Interna - Homeland Security System,126271765.27,Multiple smaller grants,various,955726.48,2525435.3054,3462047.2558
Portugal,various projects,Foreigners and Borders Service,126271765.27,Multiple smaller grants,various,44683214.42,2525435.3054,46314985.437
Portugal,various projects,Guarda Nacional Republicana,126271765.27,Multiple smaller grants,various,13654794.19,2525435.3054,15907133.6116
Portugal,various projects,Maritime Analysis and Operations Centre (Narcotics) – MAOC(N),126271765.27,Multiple smaller grants,Law Enforcement Sector,82657.2,2525435.3054,2606439.3614
Portugal,various projects,Maritime Police,126271765.27,Multiple smaller grants,various,13526931.13,2525435.3054,15781827.812800001
Portugal,various projects,National Maritime Authority,126271765.27,Multiple smaller grants,various,4726354.96,2525435.3054,7157263.166200001
Portugal,various projects,Portuguese Air Force,126271765.27,Multiple smaller grants,various,274802.36,2525435.3054,2794741.6182
Portugal,various projects,Portuguese Navy,126271765.27,Multiple smaller grants,various,3841308.93,2525435.3054,6289918.0568
Romania,Technical Equipment & Human Resources,Romanian Border Police / Coast Guard,88446308.23,2022/28,Deployment Management Division,4187706,1768926.1646,5872878.0446
Romania,Technical Equipment & Human Resources,Romanian Border Police / Coast Guard,88446308.23,2023/8,Deployment Management Division,4151487,1768926.1646,5837383.4246
Romania,Technical Equipment & Human Resources,Romanian Border Police / Coast Guard,88446308.23,2021/96,Field Deployment Unit,3221611,1768926.1646,4926104.9446
Romania,Technical Equipment & Human Resources,Romanian Border Police / Coast Guard,88446308.23,2020/99,Field Deployment Unit,2941595,1768926.1646,4651689.264599999
Romania,Technical Equipment & Human Resources,Romanian Border Police / Coast Guard,88446308.23,2024/51,Deployment Management Division,2566660,1768926.1646,4284252.9646
Romania,Technical Equipment,Romanian Border Police / Coast Guard,88446308.23,2023/255,Field Operations Unit,2332447,1768926.1646,4054724.2246000003
Romania,Human Resources,Romanian Border Police / Coast Guard,88446308.23,2023/186,Deployment Management Division,2102295.39,1768926.1646,3829175.6468
Romania,Human Resources,Romanian Border Police / Coast Guard,88446308.23,2018/12,Operational Response Division,2100000,1768926.1646,3826926.1646
Romania,Human Resources,Romanian Border Police / Coast Guard,88446308.23,2019/75,Field Deployment Unit,1971960.16,1768926.1646,3701447.1213999996
Romania,Human Resources,Romanian Border Police / Coast Guard,88446308.23,2024/261,NA,1796346.06,1768926.1646,3529345.3034
Romania,Technical Equipment,Romanian Border Police / Coast Guard,88446308.23,2024/274,NA,1648943,1768926.1646,3384890.3046
Romania,Technical Equipment,Romanian Border Police / Coast Guard,88446308.23,2024/83,Field Operations Unit,1633956,1768926.1646,3370203.0445999997
Romania,Technical Equipment,Romanian Border Police / Coast Guard,88446308.23,2021/329,Field Operations Unit,1633766,1768926.1646,3370016.8446000004
Romania,Human Resources,Romanian Border Police / Coast Guard,88446308.23,2022/258,Deployment Management Division,1463506.89,1768926.1646,3203162.9168
Romania,Human Resources,Romanian Border Police / Coast Guard,88446308.23,2021/313,Deployment Management Division,1363525.09,1768926.1646,3105180.7528
Romania,Technical Equipment,Romanian Border Police / Coast Guard,88446308.23,2022/271,Field Operations Unit,1266756,1768926.1646,3010347.0445999997
Romania,Technical Equipment,Romanian Border Police / Coast Guard,88446308.23,2023/257,Field Operations Unit,1248530,1768926.1646,2992485.5646
Romania,Technical Equipment,Romanian Border Police / Coast Guard,88446308.23,2021/143,Field Deployment Unit,1102109,1768926.1646,2848992.9846
Romania,Technical Equipment,Romanian Border Police / Coast Guard,88446308.23,2023/363,Field Operations Unit,1029330,1768926.1646,2777669.5646
Romania,Technical Equipment & Human Resources,Romanian Border Police / Coast Guard,88446308.23,2023/31,Deployment Management Division,943172,1768926.1646,2693234.7246000003
Romania,Technical Equipment,Romanian Border Police / Coast Guard,88446308.23,2023/98,Field Operations Unit,940191,1768926.1646,2690313.3446
Romania,Technical Equipment,Romanian Border Police / Coast Guard,88446308.23,2023/50,Field Operations Unit,893082,1768926.1646,2644146.5246
Romania,Course on application of coercive measures in carrying out specific missions related to the state border control,School for Improvement of Training of Border Police,88446308.23,Multiple smaller grants,Training Unit,59932.84,1768926.1646,1827660.3478
Romania,various projects,General Inspectorate for Immigration,88446308.23,Multiple smaller grants,various,1423049.48,1768926.1646,3163514.6550000003
Romania,various projects,General Inspectorate of Aviation,88446308.23,Multiple smaller grants,various,2468912.2600000002,1768926.1646,4188460.1794000007
Romania,various projects,Romanian Border Police / Coast Guard,88446308.23,Multiple smaller grants,various,40726192.34,1768926.1646,41680594.657800004
Romania,various projects,Romanian Police,88446308.23,Multiple smaller grants,various,1070824.42,1768926.1646,2818334.0962
Romania,various projects,School for Training of Border Police,88446308.23,Multiple smaller grants,Training Unit,158422.3,1768926.1646,1924180.0186
Serbia,Operation Serbia 2024,Ministry of Internal Affairs,2431019.74,2024/2,Deployment Management Division,373615.2,48620.3948,414763.2908000001
Serbia,Operation Serbia Land 2023,Ministry of Internal Affairs,2431019.74,2023/290,Deployment Management Division,211797.6,48620.3948,256182.04280000002
Serbia,Operation Serbia Land 2021,Ministry of Internal Affairs,2431019.74,2021/366,Deployment Management Division,170536.8,48620.3948,215746.45880000002
Serbia,Focal Points,Ministry of Internal Affairs,2431019.74,2011/1113/,Land Borders Sector,111888.9,48620.3948,158271.5168
Serbia,Operation Serbia Land 2023,Ministry of Internal Affairs,2431019.74,2023/214,Deployment Management Division,92734.76,48620.3948,139500.4596
Serbia,Operation Serbia Land 2023,Ministry of Internal Affairs,2431019.74,2023/20,Deployment Management Division,91352.32,48620.3948,138145.66840000002
Serbia,Operation Serbia Land 2021,Ministry of Internal Affairs,2431019.74,2021/365,Deployment Management Division,86688,48620.3948,133574.6348
Serbia,Operation Serbia Land 2021,Ministry of Internal Affairs,2431019.74,2021/411,Field Operations Unit,78683.52,48620.3948,125730.2444
Serbia,Operation Serbia Land 2022,Ministry of Internal Affairs,2431019.74,2022/330,Deployment Management Division,76288.86,48620.3948,123383.47760000001
Serbia,Operation Serbia Land 2022,Ministry of Internal Affairs,2431019.74,2022/116,Deployment Management Division,70465.92,48620.3948,117676.9964
Serbia,Operation Serbia Land 2022,Ministry of Internal Affairs,2431019.74,2022/283,Deployment Management Division,68411.52,48620.3948,115663.68440000003
Serbia,Operation Serbia Land 2022,Ministry of Internal Affairs,2431019.74,2022/202,Deployment Management Division,67332.96,48620.3948,114606.6956
Serbia,Operation Serbia Land 2022,Ministry of Internal Affairs,2431019.74,2022/29,Deployment Management Division,64200,48620.3948,111536.39480000001
Serbia,Serbia Land 2022,Ministry of Internal Affairs,2431019.74,2022/403,Deployment Management Division,62582.16,48620.3948,109950.9116
Serbia,Neptune,Ministry of Internal Affairs,2431019.74,2009/216/,Land Borders Sector,34023.2,48620.3948,81963.1308
Serbia,Serbia Land 2021,Ministry of Internal Affairs,2431019.74,2021/407,Deployment Management Division,30028.48,48620.3948,78048.3052
Serbia,Neptune,Ministry of Internal Affairs,2431019.74,2010/345/,Land Borders Sector,24689.03,48620.3948,72815.64420000001
Serbia,various projects,Ministry of Internal Affairs,2431019.74,Multiple smaller grants,various,715700.51,48620.3948,750006.8946000001
Slovakia,Technical Equipment & Human Resources,Police Force,14658191.68,2023/94,Deployment Management Division,1226492,293163.8336,1495125.9936
Slovakia,Human Resources,Bureau of Border and Alien Police,14658191.68,2018/51,Operational Response Division,920000,293163.8336,1194763.8336
Slovakia,Technical Equipment & Human Resources,Police Force,14658191.68,2022/46,Deployment Management Division,862051,293163.8336,1137973.8136
Slovakia,Technical Equipment & Human Resources,Police Force,14658191.68,2024/61,Deployment Management Division,682858,293163.8336,962364.6736000001
Slovakia,Human Resources,Bureau of Border and Alien Police,14658191.68,2023/220,Deployment Management Division,679653.22,293163.8336,959223.9892000001
Slovakia,Technical Equipment & Human Resources,Ministry of Interior Slovakia,14658191.68,2020/87,Field Deployment Unit,656344,293163.8336,936380.9536000001
Slovakia,Human Resources,Ministry of Interior Slovakia,14658191.68,2019/73,Field Deployment Unit,635132,293163.8336,915593.1936
Slovakia,Human Resources,Police Force,14658191.68,2024/148,Deployment Management Division,633193.4,293163.8336,913693.3656
Slovakia,Human Resources,Bureau of Border and Alien Police,14658191.68,2022/169,Deployment Management Division,488509.38,293163.8336,771903.0260000001
Slovakia,Technical Equipment & Human Resources,Ministry of Interior Slovakia,14658191.68,2021/106,Field Deployment Unit,449560,293163.8336,733732.6336000001
Slovakia,Human Resources,Bureau of Border and Alien Police,14658191.68,2023/119,Deployment Management Division,448275.62,293163.8336,732473.9412
Slovakia,Human Resources,Bureau of Border and Alien Police,14658191.68,2022/259,Deployment Management Division,331372.2,293163.8336,617908.5896000001
Slovakia,Human Resources,Bureau of Border and Alien Police,14658191.68,2021/268,Deployment Management Division,322400.26,293163.8336,609116.0884
Slovakia,Support Cat.2,Bureau of Border and Alien Police,14658191.68,2020/321,Task Force Deployment Management,313804,293163.8336,600691.7536
Slovakia,Human Resources,Bureau of Border and Alien Police,14658191.68,2024/240,NA,268252.38,293163.8336,556051.166
Slovakia,FOA,Bureau of Border and Alien Police,14658191.68,2016/1425,Land Borders Sector,265032,293163.8336,552895.1936
Slovakia,Focal Points,Bureau of Border and Alien Police,14658191.68,2009/462/,Land Borders Sector,196731.69,293163.8336,485960.8898
Slovakia,Human Resources,Bureau of Border and Alien Police,14658191.68,2021/320,Deployment Management Division,188872.82,293163.8336,478259.19720000005
Slovakia,Triton,Bureau of Border and Alien Police,14658191.68,2016/551,Sea Border Sector,149592,293163.8336,439763.99360000005
Slovakia,Atlas I,Ministry of Interior Economical Section,14658191.68,Multiple smaller grants,Land Borders Sector,8746.94,293163.8336,301735.8348
Slovakia,Return Operations,Police Detention Centre for Foreigners,14658191.68,Multiple smaller grants,Return Support Unit,10636,293163.8336,303587.11360000004
Slovakia,various projects,Border and Alien Police Directorate,14658191.68,Multiple smaller grants,various,320959.76,293163.8336,607704.3984000001
Slovakia,various projects,Border and Alien Police Directorate Presov,14658191.68,Multiple smaller grants,various,99864.99,293163.8336,391031.5238
Slovakia,various projects,Bureau of Border and Alien Police,14658191.68,Multiple smaller grants,various,3731203.51,293163.8336,3949743.2734000003
Slovakia,various projects,Ministry of Interior Slovakia,14658191.68,Multiple smaller grants,various,287234.51,293163.8336,574653.6534000001
Slovakia,various projects,Police Force,14658191.68,Multiple smaller grants,various,481420,293163.8336,764955.4336
Slovenia,Technical Equipment & Human Resources,Police,12485022.1,2023/122,Deployment Management Division,1160886,249700.442,1387368.722
Slovenia,Technical Equipment & Human Resources,Police,12485022.1,2024/114,Deployment Management Division,1046349,249700.442,1275122.462
Slovenia,Technical Equipment & Human Resources,Police,12485022.1,2022/73,Deployment Management Division,991149,249700.442,1221026.4619999998
Slovenia,Human Resources,Slovenian Ministry of Interior,12485022.1,2023/205,Deployment Management Division,728140.21,249700.442,963277.8478
Slovenia,Technical Equipment & Human Resources,Police,12485022.1,2021/97,Field Deployment Unit,705471,249700.442,941062.0220000001
Slovenia,Technical Equipment & Human Resources,Police,12485022.1,2020/24,Field Deployment Unit,519485,249700.442,758795.742
Slovenia,Human Resources,Police,12485022.1,2022/170,Deployment Management Division,519079.5,249700.442,758398.352
Slovenia,Human Resources,Slovenian Ministry of Interior,12485022.1,2023/177,Deployment Management Division,491969.52,249700.442,731830.5716
Slovenia,Human Resources,Police,12485022.1,2018/71,Operational Response Division,477953,249700.442,718094.3820000001
Slovenia,Human Resources,Police,12485022.1,2019/20,Field Deployment Unit,466429,249700.442,706800.8620000001
Slovenia,Human Resources,Slovenian Ministry of Interior,12485022.1,2024/243,NA,463256.43,249700.442,703691.7434
Slovenia,Human Resources,Slovenian Ministry of Interior,12485022.1,2022/260,Deployment Management Division,458808.61,249700.442,699332.8798
Slovenia,European Centre for Returns,Police,12485022.1,2022/323,European Centre for Returns,346632,249700.442,589399.802
Slovenia,Human Resources,Slovenian Ministry of Interior,12485022.1,2021/259,Deployment Management Division,344400.28,249700.442,587212.7164
Slovenia,Support Cat.2,Police,12485022.1,2020/304,Task Force Deployment Management,336048,249700.442,579027.4820000001
Slovenia,Human Resources,Slovenian Ministry of Interior,12485022.1,2021/312,Deployment Management Division,297332.24,249700.442,541086.0372
Slovenia,FOA,Police,12485022.1,2016/1214,Land Borders Sector,254006,249700.442,498626.322
Slovenia,various projects,Police,12485022.1,Multiple smaller grants,various,1008130.17,249700.442,1237668.0086
Slovenia,various projects,Slovenian Ministry of Interior,12485022.1,Multiple smaller grants,various,1869497.14,249700.442,2081807.6391999999
Spain,Trainings standing corps,National Police School,187748588.74,2022/5,Training Unit,6877162,3754971.7748000002,10494590.5348
Spain,Trainings standing corps,National Police School,187748588.74,2024/205,Training Unit,5067767.25,3754971.7748000002,8721383.6798
Spain,Hera,Ministry of Interior Spain,187748588.74,2008/189/,Sea Border Sector,4258729.76,3754971.7748000002,7928526.9396
Spain,Trainings standing corps,National Police School,187748588.74,2021/231,Training Unit,3677600,3754971.7748000002,7359019.7748
Spain,Human Resources,General Directorate for International Relations and Immigration,187748588.74,2024/156,Deployment Management Division,3288088.47,3754971.7748000002,6977298.475400001
Spain,Human Resources,General Directorate for International Relations and Immigration,187748588.74,2023/193,Deployment Management Division,2619749.48,3754971.7748000002,6322326.2652
Spain,Technical Equipment,Jefatura Fiscal y de Fronteras,187748588.74,2019/173,Field Deployment Unit,2349057.06,3754971.7748000002,6057047.693600001
Spain,Hera,Direccion General de la Policia y de la Guardia Civil,187748588.74,2009/267/,Sea Border Sector,2126298.21,3754971.7748000002,5838744.0206
